Sender,Title,Incipit,Reference,Cited names,Subject,Places
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Perrault Charles, 15 gennaio 1677 ab Inc. [i.e. 1678].
","Tipologia: letteraIncipit: ""Quantunque sien note a Vostra Signoria Illustrissime le cagioni che mi necessitano ad essere finchè avrò vita...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 145, c. 253r-254r<br/>
</td>","Colbert, Jean Baptiste, 1619-1683,  (citato.)
Perrault, Charles, 1628-1703,  (destinatario.)
","*Notizie di libri.
","*Parigi  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Redi Francesco, 15 marzo 1677 ab Inc. [i.e. 1678].
","Tipologia: letteraIncipit: ""Da una umanissima lettera del Signor Commendator Borromei de' 4 del corrente...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 146, c. 255r<br/>
</td>","Galilei, Vincenzo, 1665-1709,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
Redi, Francesco, 1626-1698,  (destinatario.)
","*Argomenti privati.
","*Pisa  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Borromeo Alessandro, 15 marzo 1677 ab Inc. [i.e. 1678].
","Tipologia: letteraIncipit: ""Su le tre ore di notte che arrivo a casa mi trovo la favoritissima lettera di Vostra Signoria Illustrissima...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 147, c. 255v<br/>
</td>","Borromeo, Alessandro, sec. XVII,  (destinatario.)
Galilei, Vincenzo, 1665-1709,  (citato.)
Medici, Francesco Maria de', 1660-1711,  (citato.)
","*Argomenti privati.
","*Firenze  (provenienza.)*Pisa  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Del Papa Giuseppe, 5 marzo 1677 ab Inc. [i.e. 1678].
","Tipologia: letteraIncipit: ""Vostra Signoria Eccellentissima è troppo rigoroso osservante de' miei pareri...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 148, c. 256r<br/>
</td>","Del Papa, Giuseppe, 1648-1735,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Pisa  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Lorenzini Lorenzo, [s.d.].
","Tipologia: letteraIncipit: ""Se l'Eccellentissimo Signor Dottor Bellini, mio riverito Signore...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 149, c. 256r<br/>
</td>","Lorenzini, Lorenzo, 1650-1721,  (destinatario.)
","*Notizie di libri.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Angeli Stefano (degli), 10 aprile 1677.
","Tipologia: letteraIncipit: ""Ricevo l'umanissima di Vostra Signoria molto Illustre e Reverendissima de' 2 stante...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 150, c. 257r-v<br/>
</td>","Rinaldini, Carlo, 1615-1698,  (citato.)
Angeli, Stefano degli, 1623-1697,  (destinatario.)
","*Matematica.
","*Firenze  (provenienza.)*Padova  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Protettori del Monte del Sale della Città di Firenze, [s.d.].
","Tipologia: letteraIncipit: ""Piacerà alle Signorie Vostre Illustrissime di far risegnare faccia del Monastero e Monache...""Frammento di minuta depennata.  Seguono alle cc. 259r-260v copie di problemi già esposti in lettere precedenti
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 151, c. 258v<br/>
</td>","Galilei Bocchineri, Sestilia, m. 1669,  (citato.)
Polisena,  (citato.)
Galilei, Carlo, 1631-1675,  (citato.)
Protettori del Monte del Sale della Città di Firenze,  (destinatario.)
","*Argomenti privati.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Monforte Antonio (de), 11 maggio 1677.
","Tipologia: letteraIncipit: ""Sono sopra otto mesi che restò terminata la stampa di quelle mie solutioni de' Problemi...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 152, c. 261r-v<br/>
</td>","Monforte, Antonio, 1644-1717,  (destinatario.)
","*Matematica.
","*Firenze  (provenienza.)*Napoli  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Tozzi Luca, 11 maggio 1677.
","Tipologia: letteraIncipit: ""Che Vostra Signoria Illustrissima abbia gradita la debolezza del dono...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 153, c. 261v<br/>
</td>","Monforte, Antonio, 1644-1717,  (citato.)
Tozzi, Luca, 1638-1717,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Napoli  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Monforte Antonio (de), 8 giugno 1677.
","Tipologia: letteraIncipit: ""Stupenda e concisa oltre a modo è la maniera con cui Vostra Signoria Illustrissima si sbriga...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 154, c. 262r-263r<br/>
</td>","Monforte, Antonio, 1644-1717,  (destinatario.)
","*Matematica.
","*Firenze  (provenienza.)*Napoli  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Monforte Antonio (de), 8 giugno 1677.
","Tipologia: letteraIncipit: ""Stupenda e concisa oltre a modo è la maniera con cui Vostra Signoria Illustrissima si sbriga...""Bozza della minuta precedente
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 155, c. 264r-v<br/>
</td>","Monforte, Antonio, 1644-1717,  (destinatario.)
","*Matematica.
","*Firenze  (provenienza.)*Napoli  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Marchetti Alessandro, 1 agosto 1677.
","Tipologia: letteraIncipit: ""Gli impieghi  e le disposizioni mie, da gran tempo in qua sono state tante...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 156, c. 265r<br/>
</td>","Marchetti, Alessandro, 1633-1714,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Pontormo  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Del Papa Giuseppe, 1 agosto 1677.
","Tipologia: letteraIncipit: ""Lo scrivere senza occasioni è un importunare gli amici...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 157, c. 265v<br/>
</td>","Del Papa, Giuseppe, 1648-1735,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Empoli  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Porto Benedetto, 10 novembre 1677.
","Tipologia: letteraIncipit: ""Come che io mi professi il più riverente e divoto servitore di Vostra Signoria Illustrissima...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 158, c. 266r-v<br/>
</td>","Porto, Benedetto, sec. XVII,  (destinatario.)
Del Riccio, Luigi, sec. XVII,  (citato.)
Strozzi, Alessandro, 1583-1648,  (citato.)
","*Argomenti privati.
","*Padova  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Magalotti Lorenzo, 10 aprile 1678.
","Tipologia: letteraIncipit: ""Troverà qui incluse Vostra Signoria Illustrissima due copie di quella mia operetta...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 159, c. 267r<br/>
</td>","Magalotti, Lorenzo, 1637-1712,  (destinatario.)
","*Notizie di libri.
","*Vienna  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Kochanski Adam Adamand, 10 aprile 1678.
","Tipologia: letteraIncipit: ""Guardi Iddio la Paternità vostra molto Illustre  e molto Reverenda che mai...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 160, c. 267v<br/>
</td>","Magalotti, Lorenzo, 1637-1712,  (citato.)
Kochanski, Adam Adamandy, 1631-1700,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 30 maggio 1678.
","Tipologia: letteraIncipit: ""Troppo poco tempo mi concede Vostra Signoria Molto Illustre e Molto Reverenda a dar risposta...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 161, c. 268r-269r<br/>
</td>","Sinoni, Renato, sec. XVII,  (citato.)
Martini, Giovanni, sec. XVII,  (citato.)
Baldigiani, Antonio, 1647-1711,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 30 maggio 1678.
","Tipologia: letteraIncipit: ""Dopo accusai la ricevuta della sua de' 26 stante rimettendomi a rispondere...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 162, c. 270r-v<br/>
</td>","Baldigiani, Antonio, 1647-1711,  (destinatario.)
","*Notizie di libri.
","*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 7 giugno 1678.
","Tipologia: letteraIncipit: ""Giachè la Paternità Vostra Molto Illustre e Molto Reverenda con tanta cortesia mi offerisce...""Copia di lettera riportata anche nel ms. Gal. 253Pubbl. in: A. Favaro, Miscellanea galileiana inedita, in Memorie I.R. Istituto veneto scienze lettere arti, v. 22 (1882; pubbl. 1887), p. 823-838
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 163, c. 271r-278v<br/>
</td>","Galilei, Galileo, 1564-1642,  (citato.)
Baldigiani, Antonio, 1647-1711,  (destinatario.)
","*Notizie di libri.
","*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 7 giugno 1678.
","Tipologia: letteraIncipit: ""Già che la P. V. molto Illustrissima con tanta cortesia m'offerisce per l'ultima de' 26 del passato...""Minuta autografa simile a quella al n. 153 del Gal. 252. A c. 3r-v abbozzi di frontespizi dell'opera postuma del TorricelliPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 129-134
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 1, c. 1r-19v<br/>
</td>","Torricelli, Evangelista, 1608-1647,  (citato.)
Baldigiani, Antonio, 1647-1711,  (destinatario.)
Galilei, Galileo, 1564-1642,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 14 giugno 1678.
","Tipologia: letteraIncipit: ""Io mi diffusi così per la minuta colle notizie che io mandai a V. S. M. I. solo per obbedirle...""Minuta autografaPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 135-137
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 2, c. 20r-21v<br/>
</td>","Torricelli, Evangelista, 1608-1647,  (citato.)
Baldigiani, Antonio, 1647-1711,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 14 giugno 1678.
","Tipologia: letteraIncipit: ""Io mi diffusi tanto per la minuta colle notizie che io mandai a V. Paternità molto R. solo per obbedirla...""Minuta autografa simile alla precedentePubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 135-137
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 3, c. 22r-23v<br/>
</td>","Torricelli, Evangelista, 1608-1647,  (citato.)
Baldigiani, Antonio, 1647-1711,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 12 luglio 1678.
","Tipologia: letteraIncipit: ""Intorno alle repliche sensatissime di V. Paternità M. Illustre e molto Reverenda fatte a quella risposta...""Minuta autografaPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 140-143
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 4, c. 24r-25v, 27r<br/>
</td>","Baldigiani, Antonio, 1647-1711,  (destinatario.)
Torricelli, Evangelista, 1608-1647,  (citato.)
Kircher, Athanasius, 1602-1680,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Baldigiani, Antonio, 1647-1711,

","Baldigiani Antonio a Viviani Vincenzo, 18 luglio 1678.
","Tipologia: letteraIncipit: ""Rispondo separatamente al paragrafo ""Qui si in nonnulli cautior fuisset nihil ad eius gloriam""...""Copia di mano del Viviani, che sul margine superiore scrive: ""Copia del capitolo di lettera de' 18 luglio 1678 di Roma scritta dal Padre Antonio Baldigiani Gesuita in risposta della mia lettera de' 14 luglio medesimo et con appunto a parte al rimanente di detta lettera de' 18 che comincia: Mancai a quello che avevo promesso""Pubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 143-144
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 5, c. 26r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
Kircher, Athanasius, 1602-1680,  (citato.)
Bartoli,  (citato.)
","*Notizie di libri.
","*Roma  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 23 agosto 1678.
","Tipologia: letteraIncipit: ""Dall'ultima senza data di V. S. Molto Illustre e molto Reverenda comprendo finalmente che...""Originale autografoPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 146-147
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 6, c. 29r-30r<br/>
</td>","Fabri, Honoré, 1607-1688,  (citato.)
Baldigiani, Antonio, 1647-1711,  (destinatario.)
Martini,  (citato.)
Gottignies, Gilles François de, 1630-1689,  (citato.)
Kircher, Athanasius, 1602-1680,  (citato.)
Eschinardi, Francesco, 1623-1703,  (citato.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 23 agosto 1678.
","Tipologia: letteraIncipit: ""Dell'ultima senza data ch'io tengo di V. S. Molto Illustre e molto Reverenda comprendo finalmente che...""Minuta autografa della lettera precedentePubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 146-147
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 7, c. 31r-v<br/>
</td>","Baldigiani, Antonio, 1647-1711,  (destinatario.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Caravaggio Pietro Paolo, 15 ottobre 1678.
","Tipologia: letteraIncipit: ""Attribuisco all'eccesso dell'innata gentilezza di V. S. Illustrissima ch'ella si sia compiaciuta di ricevere...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 8, c. 32r-34v<br/>
</td>","Bondicchi, Francesco, sec. XVII,  (citato.)
Caravaggio, Pietro Paolo, 1659-1725,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Milano  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Baldigiani Antonio, 15 ottobre 1678.
","Tipologia: letteraIncipit: ""Sono stato molte settimane in campagna, et ho piena la testa di acque, di argini, di greti, di rotture...""Originale autografo. A c. 35r minuta incompleta della letteraPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 151
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 9, c. 36r-v<br/>
</td>","Kochanski, Adam Adamandy, 1631-1700,  (citato.)
Kircher, Athanasius, 1602-1680,  (citato.)
Baldigiani, Antonio, 1647-1711,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Ferroni Giuseppe, 11 novembre 1678.
","Tipologia: letteraIncipit: ""Io non nego a V. P. M. R. che talvolta per le spesse occupazioni che ho fuori in campagna...""Minuta autografa a cui è allegata la ""Risposta al quesito del P. Giuseppe Ferroni Gesuita"" alle cc. 41r-50r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 10, c. 38r-40r<br/>
</td>","Ferroni, Giuseppe, 1628-1709,  (destinatario.)
","*Matematica.
","*Firenze  (provenienza.)*Bologna  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Fabri Agostino, 10 novembre 1678.
","Tipologia: letteraIncipit: ""Attese le relazioni datemi ultimamente da V. S. molto Illustre et Eccellentissima del soggetto...""Allegata la lettera precedente perché fosse consegnata al Ferroni
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 11, c. 40v<br/>
</td>","Fabri, Agostino, sec. XVII,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Ferroni Giuseppe, 17 dicembre 1678.
","Tipologia: letteraIncipit: ""La sicurezza che o che il Signor Don Agostino Fabbri porgesse quella mia lettera in risposta...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 12, c. 51r<br/>
</td>","Fabri, Agostino, sec. XVII,  (citato.)
Ferroni, Giuseppe, 1628-1709,  (destinatario.)
","*Argomenti privati.
","*Bologna  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Teyler Johannes, 2 ottobre 1680.
","Tipologia: letteraIncipit: ""Aureum hunc libellum, quem nunc, vir clarissime, plurimas tibi gratias agendo, in tuas manus repono...""Minuta autografa. A c. 53r sommario del trattato del Teyler ""Architectura militaris"". A c. 54r un'altra minuta della stessa lettera
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 13, c. 52r<br/>
</td>","Teyler, Johannes, 1648-ca. 1697,  (destinatario.)
","*Notizie di libri.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Boulliau Ismael, 13 febbraio 1682.
","Tipologia: letteraIncipit: ""Dall' Illustrissimo Signor Abate Carl'Antonio Gondi, Segretario di Stato di S. A....""Minuta autografa. L'acidità dell'inchiostro e la velatura ne rendono difficile la lettura
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 14, c. 55r-v<br/>
</td>","Gondi, Carlo Antonio, sec. XVII,  (citato.)
Boulliau, Ismael, 1605-1691,  (destinatario.)
","*Notizie di libri.
","*Parigi  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Falconieri Paolo e Alessandro, 24 aprile 1682.
","Tipologia: letteraIncipit: ""L'Illustrissimo Signor Paolo Falconieri viene supplicato da Vincenzo Viviani ad aver la bontà...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 15, c. 56r-v<br/>
</td>","Falconieri, Alessandro, sec. XVII,  (destinatario.)
Falconieri, Paolo, 1638-1704,  (destinatario.)
","*Notizie di libri.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Marsili Luigi Ferdinando, 1 agosto 1682.
","Tipologia: letteraIncipit: ""Dal Signor Antonio Magliabechi oggi sono otto giorni, fui onorato a nome di V. S. Illustrissima d'un esemplare...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 16, c. 57r<br/>
</td>","Magliabechi, Antonio, 1633-1714,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
Marsili, Luigi Ferdinando, 1658-1730,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Della Stufa Ugo, 8 dicembre 1682.
","Tipologia: letteraIncipit: ""Io Vincenzo Viviani sono stato sempre di parere che lo sradicare e il levar via le piante nate da sé stesse...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 17, c. 58r<br/>
</td>","Della Stufa, Ugo, sec. XVII,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Boulliau Ismael, 21 aprile 1683.
","Tipologia: letteraIncipit: ""L'opportunità del Signor Abate Colzi soggetto dotato di vari e virtuosi talenti""Minuta autografa. La lettera inizia da c. 61r e termina a c. 60r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 18, c. 59r-61v<br/>
</td>","Boulliau, Ismael, 1605-1691,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Ferroni Giuseppe, 10 agosto 1683.
","Tipologia: letteraIncipit: ""Torno a rendere grazie a V. S. Molto Illustre dell'orivolo, e tavole inviatemi, che tutto o posto...""Minuta autografa. La lettera inizia da c. 61r e termina a c. 60r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 19, c. 62r<br/>
</td>","Regaglioli, Giovanni, m. ca. 1683,  (citato.)
Ferroni, Giuseppe, 1628-1709,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)*Bologna  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Ferroni Giuseppe, 10 aprile 1684.
","Tipologia: letteraIncipit: ""Dalle cicloidi tentate dal P. Riccioli molto ne osservò e ne accennò il Torricelli nella sua appendice...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 20, c. 63r<br/>
</td>","Torricelli, Evangelista, 1608-1647,  (citato.)
Riccioli, Giovanni Battista, 1598-1671,  (citato.)
Ferroni, Giuseppe, 1628-1709,  (destinatario.)
","*Matematica.
","*Firenze  (provenienza.)*Bologna  (destinazione.)
"
