Sender,Main title,Notes,in:,Related names,subjects,places
"Le Menestrel, Antoine, sec. XVII,

","Le Menestrel Antoine a Viviani Vincenzo, 22 marzo 1668.
","Tipologia: letteraIncipit: ""Doppo un lungo eclisse eccomi qui finalmente di ritorno...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 42, c. 61r<br/>
</td>","Torrigiani, Carlo, sec. XVII,  (citato.)
Colbert, Jean Baptiste, 1619-1683,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
","*Argomenti privati.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
,"[Non identificato] a Viviani Vincenzo, 21 marzo 1668.
","Tipologia: letteraIncipit: ""Ai due giorni vista pagate per questa seconda di cambio una soluta...""Sul margine superiore sempre di mano del Viviani: ""Copia della lettera di cambio"" e più sotto ""Copia della quietanza in un 4. di cartapecora""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 43, c. 62r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista, citato.)
Torrigiani, Carlo, sec. XVII,  (citato.)
Valenti, Romolo, sec. XVII,  (citato.)
","*Argomenti privati.
",
"Colbert, Jean Baptiste, 1619-1683,

","Colbert Jean Baptiste a Viviani Vincenzo, 22 marzo 1668.
","Tipologia: letteraIncipit: ""Il Re che persevera nell'amor delle lettere e de Letterati conoscendovi...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 44, c. 63r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
","*Argomenti privati.
","*Parigi  (provenienza.)
"
"Valenti, Romolo, sec. XVII,

","Valenti Romolo a Viviani Vincenzo, 25 gennaio 1669.
","Tipologia: letteraIncipit: ""A quattro giorni di Vostra le piacerà pagare per questa mia prima di Cambio...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 45, c. 64r<br/>
</td>","Torrigiani, Carlo, sec. XVII,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
","*Argomenti privati.
",
"Steensen, Niels, 1638-1686,

","Steensen Niels a [non identificato], 27 dicembre 1669.
","Tipologia: letteraIncipit: ""Gli incomodi del mio viaggio da Vienna ad Amsterdam cagionati per la stagione troppo avanzata...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 46, c. 65r-v<br/>
</td>","Thévenot, Melchisédech, 1620-1680,  (citato.)
Giovannelli, Benedetto, 1602-1676,  (citato.)
Viviani, Vincenzo, 1622-1703,  (copista.)
","*Argomenti privati.
","*Amsterdam  (provenienza.)
"
"Cosimo III, granduca di Toscana, 1642-1723,

","Cosimo (III, granduca di Toscana) a Cotoner Nicolás, 16 luglio 1670.
","Tipologia: letteraIncipit: ""Una gran parte della contumacia nella quale apparisce caduto il Cancelliere Francesco Giovanni Battista de Medici...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 47, c. 66r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (copista.)
Cotoner, Nicolás, 1608-1680,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Formont, Pierre, sec. XVII,

","Formont Pierre a Viviani Vincenzo, 26 febbraio 1671.
","Tipologia: letteraIncipit: ""Paie par cette ma premiere lettre de Change a Monsieur Viviani...""Copia di mano del Viviani che copia anche la quietanza
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 48, c. 67r<br/>
</td>","Le Menestrel, Antoine, sec. XVII,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
","*Argomenti privati.
",
,"[Non identificato] a Viviani Vincenzo, 24 febbraio 1672.
","Tipologia: letteraIncipit: ""Dalla lettera che il Signor Abate Gondi mi ha voluto rimetter da parte vostra ho visto...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 49, c. 68r-69r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
Bardi, Carlo dei, sec. XVII,  (citato.)
Marucelli, Giovan Filippo, 1628-1680,  (citato.)
Magliabechi, Antonio, 1633-1714,  (citato.)
Rucellai, Orazio, 1614-1674,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
","*Argomenti privati.
","*Parigi  (provenienza.)
"
"Formont, Pierre, sec. XVII,

","Formont Pierre a Viviani Vincenzo, 18 marzo 1672.
","Tipologia: letteraIncipit: ""A huit iours de vene payez partete ma letre de change a Monsieur Viviani...""Copia di lettera di cambio con documenti relativi
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 50, c. 70r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
","*Argomenti privati.
","*Parigi  (provenienza.)
"
"Chapelain, Jean, 1595-1674,

","Chapelain Jean a Viviani Vincenzo, 23 marzo 1673.
","Tipologia: letteraIncipit: ""Io ringrazio Dio, come Voi della grazia che avete ricevuta della recuperazione della vostra sanità...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 51, c. 71r-72r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
Galilei, Galileo, 1564-1642,  (citato.)
Colbert, Jean Baptiste, 1619-1683,  (citato.)
Académie des sciences (France),  (possessore.)
","*Notizie di libri.
","*Parigi  (provenienza.)
"
"Fabretti, Raffaele, 1618-1700,

","Fabretti Raffaele a Panciatichi Lodovico, 29 maggio 1673.
","Tipologia: letteraIncipit: ""La vostra disfida è riuscita simile a quella di Paride nel 3. dell'Iliade...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 52, c. 73r-v<br/>
</td>","Kircher, Athanasius, 1602-1680,  (citato.)
Panciatichi, Lodovico, sec. XVII,  (destinatario.)
Viviani, Vincenzo, 1622-1703,  (copista.)
","*Notizie di libri.
",
"Renieri, Vincenzo, 1606-1648,

","Renieri Vincenzo a Strozzi Luigi, 21 ottobre 1673.
","Tipologia: letteraIncipit: ""Bramerei sommamente di poter dare a Vostra Signoria qualche risposta che potesse esserle di sodisfazzione...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 53, c. 74r-v<br/>
</td>","Strozzi, Luigi, 1587-1670,  (destinatario.)
Viviani, Vincenzo, 1622-1703,  (copista.)
","*Argomenti privati.
","*Granduunt <Priorato di>  (provenienza.)
"
"Montanari, Geminiano, 1633-1687,

","Montanari Geminiano a Viviani Vincenzo, 29 dicembre 1674.
","Tipologia: letteraIncipit: ""L'esser stato alcuni mesi a Venezia il Signor Dottor Fabbri, che ha l'incumbenza del Taccuino dello Studio di Padova...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 54, c. 75r-76r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (copista, destinatario.)
Kepler, Johannes, 1571-1630,  (citato.)
Fabbri, Francesco, sec. XVII,  (citato.)
Università degli studi (Padova),  (possessore.)
","*Fisica.
","*Bologna  (provenienza.)*Firenze  (destinazione.)
"
"Wewetzer, Martin, sec. XVII,

","Wewetzer Martin a Del Rosso Giovanni Andrea, 2 marzo 1677.
","Tipologia: letteraIncipit: ""Tra le altre cose l'Illustrissimo Signor Conte Magalotti desidera da me d'inviare a Vostra Signoria Illustrissima...""AutografoCopia di capitolo di lettera
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 55, c. 77r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (copista, citato.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
La Coste, Bertrand de, sec. XVII,  (citato.)
Del Rosso, Giovanni Andrea, sec. XVII,  (destinatario.)
","*Notizie di libri.
","*Amburgo  (provenienza.)
"
"Vanderlain, Nicolò Andrea, sec. XVII,

","Vanderlain Nicolò Andrea a Achelom Jan (van), 10 gennaio 1681.
","Tipologia: letteraIncipit: ""Ricevo le due gratissime sue de' 3 e 20 del passato, e da esse vedo con particolar gusto che...""AutografoCopia di capitolo di lettera
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 56, c. 78r<br/>
</td>","Achelom, Jan van, sec. XVII,  (destinatario.)
Viviani, Vincenzo, 1622-1703,  (copista.)
","*Strumenti.
",
"Viviani, Francesco, sec. XVII,

","Viviani Francesco a Viviani Vincenzo, 29 marzo 1682.
","Tipologia: letteraIncipit: ""Questa mattina de' 28 marzo vigilia della Santissima Resurezzione il Signor Domenico Chiazzi...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 57, c. 79r-80r<br/>
</td>","Aiazzi, Domenico, sec. XVII,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
","*Argomenti privati.
","*Tangeri  (provenienza.)*Firenze  (destinazione.)
"
"Biringucci, Pietro, sec. XVII,

","Biringucci Pietro a Reali Raffaello, 10 marzo 1690 ab Inc. [i.e. 1691].
","Tipologia: letteraIncipit: ""Mi comanda il Signor Principe Giovanni Gastone mio Signore di render noto a Vostra Signoria...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 58, c. 81r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (copista.)
Marchetti,  (citato.)
Gian Gastone, granduca di Toscana, 1671-1737,  (citato.)
Reali, Raffaello, sec. XVII,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)*Pistoia  (destinazione.)
"
"Thévenot, Melchisédech, 1620-1680,

","Thevenot Melchisédec a Viviani Vincenzo, 20 gennaio 1691.
","Tipologia: letteraIncipit: ""E' stato sempre mio sentimento che la Biblioteca del Re sia un luogo destinato per conservarvi...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 59, c. 82r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
","*Notizie di libri.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Grimaldi, Claudio Filippo, sec. XVII,

","Grimaldi Claudio Filippo a [non identificato], 11 maggio 1693.
","Tipologia: letteraIncipit: ""In una Relazione che mando per offerirvi a Vostra Altezza Serenissima oltre la narazzione del mio Viaggio...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 60, c. 83r-v<br/>
</td>","Arnaval, Michele, sec. XVII,  (citato.)
Viviani, Vincenzo, 1622-1703,  (copista, citato.)
","*Notizie di libri.
","*Goa  (provenienza.)*Firenze  (destinazione.)
"
"Grimaldi, Claudio Filippo, sec. XVII,

","Grimaldi Claudio Filippo a [non identificato], 7 dicembre 1693.
","Tipologia: letteraIncipit: ""Dopo scritta mesi sono la mia prima lettera a Vostra Altezza Serenissima da questa Città di Goa...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 61, c. 84r-85r<br/>
</td>","Fantoni, Tommaso, sec. XVII,  (citato.)
Arnaval, Michele, sec. XVII,  (citato.)
Viviani, Vincenzo, 1622-1703,  (copista.)
","*Notizie di libri.
","*Goa  (provenienza.)*Firenze  (destinazione.)
"
"Waller, Richard, m. 1716,

","Waller Richard a Viviani Vincenzo, 7 marzo 1694.
","Tipologia: letteraIncipit: ""Quandoquidem C.V. ratione tantum a Brutis differamus animalibus, facultate scilicet...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 62, c. 86r-v<br/>
</td>","Wallis, John, 1616-1703,  (citato.)
Southwell, Robert, 1635-1702,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
","*Notizie di libri.
","*Londra  (provenienza.)*Firenze  (destinazione.)
"
"Wallis, John, 1616-1703,

","Wallis John a Viviani Vincenzo, 19 febbraio 1695 o 1696.
","Tipologia: letteraIncipit: ""Doleo equidem, Celeberrime Vir, (quod a D. Roberto Southwell equite aurato...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 63, c. 87r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
Galilei, Galileo, 1564-1642,  (citato.)
Southwell, Robert, 1635-1702,  (citato.)
Torricelli,  (citato.)
","*Notizie di libri.
","*Oxford  (provenienza.)*Firenze  (destinazione.)
"
"Wallis, John, 1616-1703,

","Wallis John a Viviani Vincenzo, 29 aprile 1695.
","Tipologia: letteraIncipit: ""Annus iam agitur, et quod excurrit, ex quo ad Te miserim meum de Algebra Tractatum...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 64, c. 87v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
","*Notizie di libri.
","*Oxford  (provenienza.)
"
"Southwell, Robert, 1635-1702,

","Southwell Robert a Viviani Vincenzo, 24 giugno 1697.
","Tipologia: letteraIncipit: ""Ieri io mi sbrigai d'un impiego, la fatica del quale mi ha quasi rovinato la sanità...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 65, c. 88r-v<br/>
</td>","Pollini, Alessandro, sec. XVI-XVII,  (citato.)
Waller, Richard, m. 1716,  (citato.)
Horky, Martin, n. 1578-,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
Cagnoni, Giuseppe, sec. XVII,  (citato.)
Haley,  (citato.)
Wallis, John, 1616-1703,  (citato.)
","*Notizie di libri.
","*Londra  (provenienza.)*Firenze  (destinazione.)
"
,"[Non identificato] a [non identificato], 16 aprile 1690.
","Tipologia: letteraIncipit: ""Che il fiume d'Eurre averà 25 leghe da Pongonin sin a Versaglia: averà 8400...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 66, c. 89r<br/>
</td>",,"*Idraulica.
","*Parigi  (provenienza.)
"
"Pardies, Ignace-Gaston, 1636-1673,

","Pardies Ignace Gaston a Signori dell'Accademia Reale, [s.d.].
","Tipologia: letteraIncipit: ""Non è solo mio disegno dedicarvi quest'opera come a Protettori possenti...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 67, c. 90r-91r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (copista.)
Signori dell'Accademia Reale,  (destinatario.)
","*Argomenti privati.
",
"Bocchineri, Ascanio, m. 1670,

","Bocchineri Ascanio a Viviani Vincenzo, 1692.
","Tipologia: letteraIncipit: ""Io mi ritrovo in letto indisposto e con flussione ad un piede, che mi toglie il poter venire costì a Firenze...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 68, c. 92r-93r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
Meucci, Iacopo, sec. XVII,  (citato.)
Galilei, Carlo, 1631-1675,  (citato.)
Galilei, Cosimo, 1636-1672,  (citato.)
Galilei Bocchineri, Sestilia, m. 1669,  (citato.)
","*Argomenti privati.
","*Prato  (provenienza.)
"
"Magalotti, Lorenzo, 1637-1712,

","Magalotti Lorenzo a Viviani Vincenzo, [s.d.].
","Tipologia: letteraIncipit: ""Sono in Roma e con buona salute. L'infelicità del mio viaggio mi fece il vaticinio de miei successi...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 69, c. 94r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario, copista.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Tonelli, Domenico, sec. XVII,

","Tonelli Domenico a Medici Francesco Maria (de'), [s.d.].
","Tipologia: letteraIncipit: ""Domenico di Francesco Tonello umilissimo e obbiedentissimo servo di Vostra altezza Serenissima...""Bozza della lettera che segue alle cc. 96r-97v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 70, c. 95r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (copista.)
Zefferini, Cosimo, sec. XVII,  (citato.)
Tonelli, Francesco, sec. XVI-XVII,  (citato.)
Medici, Francesco Maria de', 1660-1711,  (destinatario.)
","*Argomenti privati.
",
"Tonelli, Domenico, sec. XVII,

","Tonelli Domenico a Medici Francesco Maria (de'), [s.d.].
","Tipologia: letteraIncipit: ""Domenico di Francesco Tonelli umilissimo e obbiedentissimo servo di Vostra altezza Serenissima...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 71, c. 96r-97v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (copista.)
Panciatichi, Iacopo, sec. XVII,  (citato.)
Acciaiuoli, Zanobi, 1461-1519,  (citato.)
Della Stufa, Ugo, sec. XVII,  (citato.)
Pandolfini,  (citato.)
Tonelli, Francesco, sec. XVI-XVII,  (citato.)
Medici, Francesco Maria de', 1660-1711,  (destinatario.)
","*Argomenti privati.
",
"Galilei, Cosimo, 1636-1672,

","Galilei Cosimo a Viviani Francesco, 5 maggio 1655.
","Tipologia: letteraIncipit: ""Quest'ordinario è stato privo di sue lettere, onde anco me ha privato di...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 72, c. 98r-99r<br/>
</td>","Viviani, Francesco, sec. XVII,  (destinatario.)
","*Argomenti privati.
","*Pisa  (provenienza.)*Firenze  (destinazione.)
"
"Elzevier, Lodewijk, 1604-1670,

","Elsevier Lodewijk a Diodati Elia, 13 gennaio 1657.
","Tipologia: letteraIncipit: ""Io non ho mai saputo che a Bologna habbino ristampato l'opere del Galilei...""Traduzione dal francese
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 73, c. 100r<br/>
</td>","Diodati, Elia, 1576-1661,  (destinatario.)
","*Notizie di libri.
","*Amsterdam  (provenienza.)
"
"Lapi, Michelangelo, sec. XVII,

","Lapi Michelangelo a Viviani Pietro, 25 ottobre 1659.
","Tipologia: letteraIncipit: ""Mi giova credere che l'indisposizione del Signor Vincenzio non sia considerabile...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 74, c. 101r<br/>
</td>","Viviani, Pietro, sec. XVII,  (destinatario.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Radix, Francesco, sec. XVII,

","Radix Francesco a Diodati Elia, 17 dicembre 1657.
","Tipologia: letteraIncipit: ""En reponse de la votre du 11 courant vous direj avour...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 75, c. 103r-v<br/>
</td>","Diodati, Elia, 1576-1661,  (destinatario.)
","*Argomenti privati.
","*Lione  (provenienza.)*Parigi  (destinazione.)
"
"Radix, Francesco, sec. XVII,

","Radix Francesco a Diodati Elia, 17 dicembre 1657.
","Tipologia: letteraIncipit: ""In risposta della vostra degl'11 corrente, vi dirò haver fatto vedere al Vostro Signor Nipote...""Traduzione dal francese della lettera precedente
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 76, c. 105r<br/>
</td>","Diodati, Elia, 1576-1661,  (destinatario.)
Viviani,  (citato.)
Pratta, Giovanni Paolo, sec. XVII,  (citato.)
Barbieri, Nicola, sec. XVII?,  (citato.)
","*Argomenti privati.
","*Lione  (provenienza.)*Parigi  (destinazione.)
"
"Molara, Bruto della, 1639-1685,

","Molara Bruto (della) a Viviani Francesco, 24 marzo 1662.
","Tipologia: letteraIncipit: ""Da due di Vostra Signoria sento l'arrivo delle starne""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 77, c. 107r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Viviani, Francesco, sec. XVII,  (destinatario.)
","*Argomenti privati.
","*Livorno  (provenienza.)*Firenze  (destinazione.)
"
"Molara, Bruto della, 1639-1685,

","Molara Bruto (della) a Viviani Francesco, 9 gennaio 1663.
","Tipologia: letteraIncipit: ""Accuso la sua cortesissima con dentro una mano d'altre delle mie trovate alla porta...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 78, c. 109r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Viviani, Francesco, sec. XVII,  (destinatario.)
","*Argomenti privati.
","*Pisa  (provenienza.)*Firenze  (destinazione.)
"
"Masini, Domenico, sec. XVII,

","Masini Domenico a Landini Francesco, 6 gennaio 1663.
","Tipologia: letteraIncipit: ""da una lettera del Signor Livio sento che Vostra Signoria è nelle Chiane ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 79, c. 111r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Landini, Francesco, sec. XVII,  (destinatario.)
","*Argomenti privati.
","*Fucecchio  (provenienza.)
"
,"[Non identificato] a Borelli Giovanni Alfonso, 25 marzo 1664.
","Tipologia: letteraIncipit: ""Il tempo tanto stravagante non ci ha permesso fare altre esperienze...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 80, c. 113r-114v<br/>
</td>","Borelli, Giovanni Alfonso, 1608-1679,  (destinatario.)
Viviani, Vincenzo, 1622-1703,  (citato.)
Guidi, Camillo, 1555-1623,  (citato.)
","*Notizie di libri.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a [non identificato], 22 novembre 1664.
","Tipologia: letteraIncipit: ""Il Signor A.O.F. mi fece avere lunedì passato il nuovo libro...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 81, c. 115r<br/>
</td>",,"*Notizie di libri.
","*Firenze  (provenienza.)
"
,"[Non identificato] a Dati Carlo Roberto, 7 settembre 1668.
","Tipologia: letteraIncipit: ""E' mio debito il dar parte a Vostra Signoria come non solo i cinque ma anco i sei mesi...""Copia di mano di Vincenzo Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26907')"">Gal. 258  </a>  doc. 82, c. 116r<br/>
</td>","Dati, Carlo Roberto, 1619-1676,  (destinatario.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Viviani, Vincenzo, 1622-1703,  (copista, citato.)
","*Notizie di libri.
",
