Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Pollini Girolamo,"Incipit: ""La tardanza del obbligho mio, che tengho con Vostra Signoria ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 172, c. 259r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Pollini Girolamo a Viviani Vincenzo,10/01/1684,Siena,Firenze,Viviani Vincenzo,1684
Ricci Jacopo,"Incipit: ""Trasmetto qui acclusa à Vostra Signoria la licenza ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 173, c. 261r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Ricci Jacopo a Viviani Vincenzo,5/02/1684,Roma,Firenze,Viviani Vincenzo,1684
Frati Caterina Angela,"Incipit: ""Essendo per grazia del Signore venuto il tempo che ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 174, c. 262r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Margherita Luisa, suora, sec. XVII,(citato.)",Argomenti privati,Frati Caterina Angela a Viviani Vincenzo,10/03/1684,S. Matteo in Arcetri,Firenze,Viviani Vincenzo,1684
Frescobaldi Giuseppe Maria,"Incipit: ""Presentendo che sia tornato in Firenze il Padron Serenissimo, sono à ricordare alla bontà ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 175, c. 264r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Cosimo III, granduca di Toscana, 1642-1723,(citato.)",Argomenti privati,Frescobaldi Giuseppe Maria a Viviani Vincenzo,6/04/1684,Prato,Firenze,Viviani Vincenzo,1684
Ottieri Francesco Maria,"Incipit: ""Quando ero costì in Fiorenza, mi fu intenzionato dalla sua singola gentilezza ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 176, c. 266r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Ottieri Francesco Maria a Viviani Vincenzo,9/04/1684,Siena,Firenze,Viviani Vincenzo,1684
Viviani Francesco,"Incipit: ""Ritrovandomi qui in Lisbona, in casa dell'Illustrissimo Signor Carlo Buonaccorsi ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 177, c. 267r<br/>
</td>","Aialli G., sec. XVII,(citato.)Buonaccorsi, Carlo, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Viviani Francesco a Viviani Vincenzo,13/06/1684,Lisbona,Firenze,Viviani Vincenzo,1684
Pollini Girolamo,"Incipit: ""Doppo che partì di qua il Padre Centurione lettore delle Mattematiche in questa università ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 178, c. 269r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Università degli studi (Siena),(possessore.)",Argomenti privati,Pollini Girolamo a Viviani Vincenzo,16/10/1684,Siena,Firenze,Viviani Vincenzo,1684
Pollini Girolamo,"Incipit: ""Scrissi a Vostra Signoria Eccellentissima il 16 ottobre, della quale non ho hauto risposta, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 179, c. 271r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Università degli studi (Siena),(possessore.)",Argomenti privati,Pollini Girolamo a Viviani Vincenzo,1/11/1684,Siena,Firenze,Viviani Vincenzo,1684
Panciatichi Francesco,"Incipit: ""Vedrà Vostra Signoria Eccellentissima dall'acclusa ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 180, c. 273r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Idraulica,Panciatichi Francesco a Viviani Vincenzo,4/12/1684,Unidentified,Firenze,Viviani Vincenzo,1684
Nasi Anton Francesco,"Incipit: ""Havendo presentito, che sia per passare di qui un ingegniere ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 181, c. 274r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Nasi Anton Francesco a Viviani Vincenzo,11/12/1684,Pistoia,Firenze,Viviani Vincenzo,1684
Pollini Girolamo,"Incipit: ""Le note delli concorrenti alla Lettura di Mattematiche saranno costi questa settimana, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 182, c. 276r<br/>
</td>","Giraldi, Luigi, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Università degli studi (Siena),(possessore.)",Argomenti privati,Pollini Girolamo a Viviani Vincenzo,11/12/1684,Siena,Firenze,Viviani Vincenzo,1684
Guidetti Tommaso,"Incipit: ""Sè da me dipendesse il prorogarli la vita s'assicuri che camperia più di noi, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 183, c. 278r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Guidetti Tommaso a Viviani Vincenzo,8/01/1685,Pisa,Firenze,Viviani Vincenzo,1685
Biringucci Pietro,"Incipit: ""Sua Altezza Serenissima ha destinata una piccola cappella al nipote di Vostra Signoria, che ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 184, c. 280r<br/>
</td>","Tomansi, Leopoldo, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Biringucci Pietro a Viviani Vincenzo,11/01/1685,Pisa,Firenze,Viviani Vincenzo,1685
Averani Giuseppe,"Incipit: ""Bisogna pure che io trasgredisca gli ordini di Vostra Signoria mio Signore e contro il suo comando ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 185, c. 281r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Averani Giuseppe a Viviani Vincenzo,7/02/1685,Pisa,Firenze,Viviani Vincenzo,1685
Tomansi Leopoldo,"Incipit: ""Mi è pervenuta la gentilissima di Vostra Signoria e con essa l'honore che mi fa ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 186, c. 283r<br/>
</td>","Foggini, Giovanni Battista, 1652-1725,(citato.)D'Ambra, Vincenzo, sec. XVII-XVIII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Tomansi Leopoldo a Viviani Vincenzo,16/02/1685,Pisa,Firenze,Viviani Vincenzo,1685
Biringucci Pietro,"Incipit: ""Con troppo gentil maniera gradisce Vostra Signoria Eccellentissima la piccola parte ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 187, c. 284r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Biringucci Pietro a Viviani Vincenzo,18/02/1685,Pisa,Firenze,Viviani Vincenzo,1685
Guidetti Tommaso,"Incipit: ""Non penso che tarderà molto a comparire in Firenze ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 188, c. 286r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Guidetti Tommaso a Viviani Vincenzo,1/03/1685,Livorno,Firenze,Viviani Vincenzo,1685
Bassetti Apollonio,"Incipit: ""Si trova in Firenze un Signor Conte di Lippa, gran cavaliere Alemanno, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 189, c. 288r<br/>
</td>","Segneri, Paolo, 1624-1694,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Bassetti Apollonio a Viviani Vincenzo,6/03/1685,Pisa,Firenze,Viviani Vincenzo,1685
Bassetti Apollonio,"Incipit: ""Dalle repliche di Vostra Signoria Eccellentissima e da quelle del Padre Segneri ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 190, c. 289r<br/>
</td>","Segneri, Paolo, 1624-1694,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Bassetti Apollonio a Viviani Vincenzo,11/03/1685,Pisa,Firenze,Viviani Vincenzo,1685
Tomansi Leopoldo,"Incipit: ""La infinita bontà del Serenissimo Padrone mi da motivo di prevenirli ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 191, c. 290r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Tomansi Leopoldo a Viviani Vincenzo,11/03/1685,Pisa,Firenze,Viviani Vincenzo,1685
Guidetti Tommaso,"Incipit: ""M'è stato grato che habbi riceuto il claretto provistoli, mi dispiace però ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 192, c. 291r<br/>
</td>","Pellegrini, Giovanni, m. 1630,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Monte di Pietà (Firenze),(possessore.)",Argomenti privati,Guidetti Tommaso a Viviani Vincenzo,13/03/1685,Pisa,Firenze,Viviani Vincenzo,1685
Bresciani Benedetto,"Incipit: ""Il merito, e l'abilità del Signor Francesco Betti son molto conosciute da questi Signori, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 193, c. 293r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Betti, Francesco, sec. XVII,(citato.)Panciatichi, sec. XVII,(citato.)Cosimo III, granduca di Toscana, 1642-1723,(citato.)Ginori, sec. XVII,(citato.)Biringucci, Pietro, sec. XVII,(citato.)",Argomenti privati,Bresciani Benedetto a Viviani Vincenzo,20/03/1685,Pisa,Firenze,Viviani Vincenzo,1685
Guidetti Tommaso,"Incipit: ""Dalla di Vostra Signoria de' 16 stante sento come il Signor Giovanni Pellegrini haveva recusato ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 194, c. 295r<br/>
</td>","Pellegrini, Giovanni, m. 1630,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Guidetti Tommaso a Viviani Vincenzo,24/03/1685,Unidentified,Firenze,Viviani Vincenzo,1685
Galeotti Francesco Alberico,"Incipit: ""Pende avanti questa nostra Rota una causa tra il Signor Rettore del Duomo ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 195, c. 297r-v<br/>
</td>","Lanci,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Università degli studi (Siena),(possessore.)",Argomenti privati,Galeotti Francesco Alberico a Viviani Vincenzo,25/07/1685,Siena,Firenze,Viviani Vincenzo,1685
Ghiori Niccolò,"Incipit: ""Sono a supplicare la benignità del Signor Vincenzio mio Signore, e nel medesimo tempo ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 196, c. 298r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Biondi, Simone, sec. XVII?,(citato.)Pandolfi,(citato.)",Argomenti privati,Ghiori Niccolò a Viviani Vincenzo,16/08/1685,Unidentified,Firenze,Viviani Vincenzo,1685
Galeotti Francesco Alberico,"Incipit: ""Mi dispiace che l'incomodo del viaggio di Colle gl'habbia cagionato il male che mi accenna, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 197, c. 300r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Galeotti Francesco Alberico a Viviani Vincenzo,20/08/1685,Siena,Firenze,Viviani Vincenzo,1685
Ghiori Niccolò,"Incipit: ""Sono à supplicare la benignità di Vostra Signoria e nel medesimo tempo fare intendere ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 198, c. 301r-v<br/>
</td>","Pandolfi,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Ghiori Niccolò a Viviani Vincenzo,22/08/1685,Unidentified,Firenze,Viviani Vincenzo,1685
Galeotti Francesco Alberico,"Incipit: ""Già che Vostra Signoria Illustrissima si è degnata prendersi tanti incomodi ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 199, c. 303r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Ciaccheri, Giuliano, sec. XVII,(citato.)",Argomenti privati,Galeotti Francesco Alberico a Viviani Vincenzo,6/09/1685,Siena,Firenze,Viviani Vincenzo,1685
Salvetti Protasio Felice,"Incipit: ""Mi è pervenuto il ritratto del Galileo fatto in piccolo il quale essendo giudicato ...""Si parla di un ritratto di Galileo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 200, c. 305r<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Salvetti Protasio Felice a Viviani Vincenzo,7/09/1685,Unidentified,Firenze,Viviani Vincenzo,1685
Lorain Giovanni Cristofano,"Incipit: ""Dall'Illustrissimo Signor Sergente Generale Serristori mi vien trasmessa la favoritissima ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 201, c. 307r-308v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Serristori,(citato.)Capponi, Ferrante, 1611-1689,(citato.)Arzi, sec. XVII,(citato.)",Idraulica,Lorain Giovanni Cristofano a Viviani Vincenzo,23/11/1685,Barga,Firenze,Viviani Vincenzo,1685
Gherardini Camillo,"Incipit: ""O trascurato in rassegnare à Vostra Signoria Illustrissima il mio devoto ossequio ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 202, c. 309r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Gherardini Camillo a Viviani Vincenzo,30/11/1685,Pisa,Firenze,Viviani Vincenzo,1685
Strozzi Luigi,"Incipit: ""Parlai al Matini, e le stamperà volentieri, e proporrebbe di stampare in un foglio aperto da attaccare ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 203, c. 311r-v<br/>
</td>","Martini,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Strozzi Luigi a Viviani Vincenzo,18/12/1685,Unidentified,Firenze,Viviani Vincenzo,1685
Gherardini Camillo,"Incipit: ""Honorato mi stimo quando si compiace Vostra Signoria Illustrissima contrassegnarmi ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 204, c. 313r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Gherardini Camillo a Viviani Vincenzo,31/12/1685,Pisa,Firenze,Viviani Vincenzo,1685
Nasi Anton Francesco,"Incipit: ""Conforme gli accennai mesi sono mi son preso confidenza di fare eleggere ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 205, c. 315r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Monastero di Monte Oliveto,(possessore.)",Idraulica,Nasi Anton Francesco a Viviani Vincenzo,31/12/1685,Pistoia,Firenze,Viviani Vincenzo,1685
Biringucci Pietro,"Incipit: ""Graditissima è stata la ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 206, c. 317r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Biringucci Pietro a Viviani Vincenzo,3/02/1686,Pisa,Firenze,Viviani Vincenzo,1686
Biringucci Pietro,"Incipit: ""Dal Signor Simone Salvi sarà rappresentato a Vostra Signoria Eccellentissima qual sia ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 207, c. 319r<br/>
</td>","Salvi, Simone, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Biringucci Pietro a Viviani Vincenzo,18/03/1686,Pisa,Firenze,Viviani Vincenzo,1686
D'Ambra Vincenzo,"Incipit: ""E mi par d'osservare, che quasi ogn'uno generalmente si vaglia della prossima occasione della Pasqua ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 208, c. 320r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,D'Ambra Vincenzo a Viviani Vincenzo,9/04/1686,Unidentified,Firenze,Viviani Vincenzo,1686
Nasi Anton Francesco,"Incipit: ""Per causa della consaputa imposizione de quattromila scudi, essendo venuti da alto ordini ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 209, c. 321r<br/>
</td>","Venturi, sec. XVII,(citato.)Marraccini, Francesco, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Idraulica,Nasi Anton Francesco a Viviani Vincenzo,19/04/1686,Pistoia,Firenze,Viviani Vincenzo,1686
Nasi Anton Francesco,"Incipit: ""Si è fermata finalmente l'imposizione delli quattromila scudi, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23981')"">Gal. 166  </a>  doc. 210, c. 323r-v<br/>
</td>","Capponi, Ferrante, 1611-1689,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Idraulica,Nasi Anton Francesco a Viviani Vincenzo,6/05/1686,Pistoia,Firenze,Viviani Vincenzo,1686
Nasi Anton Francesco,"Incipit: ""Ho giudicato opportuno darli incomodo con questa mia per significarli, come hieri...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 1, c. 1r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Nasi Anton Francesco a Viviani Vincenzo,16/05/1686,Pistoia,Firenze,Viviani Vincenzo,1686
Roti Michele,"Incipit: ""Per la causa con il Signor Cavalier Orlandi io risolvo questo giorno di non uscir di casa...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 2, c. 3r<br/>
</td>","Orlandi, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Roti Michele a Viviani Vincenzo,21/05/1686,Unidentified,Unidentified,Viviani Vincenzo,1686
Granacci Giovanni,"Incipit: ""nel cavar fuori oggi la moneta che in tasca havevo ho trovato mancarmi una moneta veneziana...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 3, c. 5r<br/>
</td>","Pandolfini,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Granacci Giovanni a Viviani Vincenzo,22/05/1686,Unidentified,Unidentified,Viviani Vincenzo,1686
Gherardini Camillo,"Incipit: ""Con l'occasione, che come Console di mare risiedo anco nel Magistrato di Fovi...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 4, c. 7r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Gherardini Camillo a Viviani Vincenzo,29/05/1686,Pisa,Unidentified,Viviani Vincenzo,1686
Andreozzi Anton Francesco,"Incipit: ""Apporterà maraviglia senza dubbio a V. S. Illustrissima il veder dopo tant'anni comparire miei caratteri...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 5, c. 8r-v<br/>
</td>","Cibo, Odoardo, 1619-1705,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Andreozzi Anton Francesco a Viviani Vincenzo,1/06/1686,Roma,Firenze,Viviani Vincenzo,1686
Gherardini Camillo,"Incipit: ""Ricevo con la compitissima di V. S. Illustrissima le sue prudentissime reflessioni, che s'è degnata...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 6, c. 10r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Gherardini Camillo a Viviani Vincenzo,14/06/1686,Pisa,Firenze,Viviani Vincenzo,1686
Tornaquinci Luca,"Incipit: ""Luca Tornaquinci reverisce il Signor Vincenzio Viviani e lo prega a volere stare nel concertato...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 7, c. 11r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Tornaquinci Luca a Viviani Vincenzo,28/06/1686,Unidentified,Unidentified,Viviani Vincenzo,1686
Ninci Angelo,"Incipit: ""Il P. Celleraro di Badia riverisce il Signor Vincentio Viviani, con il supplicarla de'suoi favori...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 8, c. 13r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Ninci Angelo a Viviani Vincenzo,4/07/1686,Badia,Unidentified,Viviani Vincenzo,1686
Nelli Giovanni Battista,"Incipit: ""Dopo le venti sarò a ricevere i suoi comandi, andando prima...""Originale autografo. A c. 16v alcuni calcoli
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 9, c. 15r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Nelli Giovanni Battista a Viviani Vincenzo,20/08/1686,Unidentified,Unidentified,Viviani Vincenzo,1686
